Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend
0,0,0,0,2,0,0.2,0.2,0,0.8,May,3,2,1,13,Returning_Visitor,FALSE
0,0,0,0,4,186.25,0.05,0.066666667,0,0,Nov,3,2,3,2,Returning_Visitor,FALSE
4,91,2,9.5,104,2856.9936,0.016929293,0.041369348,0,0,Dec,2,2,2,10,Returning_Visitor,FALSE
2,32,0,0,30,1407.5,0.006451613,0.02516129,15.51193548,0,May,2,2,1,13,Returning_Visitor,FALSE
5,42.18181818,0,0,12,231.1818182,0,0.01,0,0,Mar,2,2,1,2,New_Visitor,TRUE
8,109.5714286,0,0,374,12499.37711,0.00198939,0.010782459,6.420746096,0,Nov,2,2,2,2,Returning_Visitor,TRUE
0,0,0,0,8,59,0,0.075,0,0.8,May,2,2,6,13,Returning_Visitor,FALSE
2,190,1,0,37,758.4428571,0,0.010526316,0,0,Mar,1,1,6,1,Returning_Visitor,TRUE
5,243.6666667,1,415,20,1267.233333,0,0.01,91.98,0,Mar,1,1,3,1,Returning_Visitor,FALSE
0,0,0,0,30,480.6055556,0.028,0.041450216,0,0,Dec,3,2,3,3,Returning_Visitor,FALSE
5,850,0,0,20,1893.466667,0,0.02,0,0,Oct,2,4,9,2,Returning_Visitor,FALSE
1,58.4,1,24.2,11,503.2666667,0.018181818,0.036363636,24.72209216,0,Oct,3,2,1,1,Returning_Visitor,FALSE
15,292.88,1,48.35,130,3645.909048,0.001459854,0.008515815,10.41358118,0,Nov,2,4,8,2,Returning_Visitor,FALSE
1,40.5,2,1415,56,1568.65,0.006896552,0.02183908,28.16893067,0,Nov,2,2,1,8,Returning_Visitor,TRUE
0,0,0,0,4,55,0,0.05,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE
0,0,0,0,9,980.5666667,0,0.011111111,78.56959864,0,Sep,2,2,5,2,New_Visitor,FALSE
1,9,0,0,19,734.5833333,0.016666667,0.044444444,0,0,Mar,2,10,1,1,Returning_Visitor,FALSE
0,0,0,0,7,340.5,0,0.028571429,0,0,Nov,2,4,4,2,New_Visitor,TRUE
0,0,0,0,6,139,0,0.01,0,0,Mar,1,2,1,8,New_Visitor,FALSE
3,45.5,0,0,43,1738.25,0.006349206,0.03537415,0,0,May,2,5,7,3,Returning_Visitor,FALSE
0,0,0,0,18,1659.25,0.0375,0.062202381,0,0,Nov,2,2,4,10,Returning_Visitor,FALSE
3,35.5,0,0,14,241.7692308,0,0.020416667,0,0.6,May,3,2,3,2,Returning_Visitor,FALSE
1,4,0,0,15,377.5,0,0.002040816,69.7132141,0,Nov,8,13,9,20,Other,FALSE
0,0,0,0,16,129.3333333,0,0.0125,0,0.6,May,2,6,1,1,Returning_Visitor,FALSE
2,197.5,0,0,17,820.5,0.011111111,0.011111111,0,0,Dec,1,1,1,8,Returning_Visitor,FALSE
0,0,0,0,3,54.5,0,0.066666667,0,0.6,May,2,4,3,2,Returning_Visitor,FALSE
12,217.0833333,5,480.125,90,1996.565909,0.013684211,0.027807876,0,0,Nov,3,2,3,1,Returning_Visitor,FALSE
2,73.95833333,0,0,17,864.9983333,0.025,0.0375,27.83116147,0,Sep,3,2,4,1,Returning_Visitor,FALSE
0,0,0,0,2,83,0,0.05,0,0.6,May,1,2,2,4,New_Visitor,FALSE
0,0,0,0,8,106.0833333,0.025,0.05625,0,0,Dec,1,1,2,1,Returning_Visitor,FALSE
0,0,0,0,49,1384.016667,0,0.011904762,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE
2,16.6,1,18.46666667,32,783.2085714,0,0.005714286,0,0,Jul,2,4,2,5,New_Visitor,FALSE
0,0,0,0,13,281.547619,0.003846154,0.017307692,0,0,Mar,1,1,2,2,Returning_Visitor,TRUE
0,0,0,0,17,631.5,0.011764706,0.064705882,0,0.8,May,2,2,1,13,Returning_Visitor,FALSE
0,0,0,0,20,526.8,0,0.010526316,104.2012273,0,Sep,2,2,1,2,Returning_Visitor,FALSE
7,257.4,0,0,7,244.7333333,0.018181818,0.018181818,0,0,Nov,1,1,4,2,New_Visitor,FALSE
4,94.23333333,2,72,145,2935.255477,0.001360544,0.005708347,0.26809298,0,Aug,2,2,2,1,Returning_Visitor,FALSE
3,63.5,0,0,8,253.25,0,0.02,0,0,Dec,2,2,7,2,New_Visitor,FALSE
0,0,0,0,5,71,0,0.04,0,0,May,4,1,1,2,Returning_Visitor,TRUE
0,0,0,0,15,755.25,0.026666667,0.033333333,0,0,Nov,2,2,6,1,Returning_Visitor,TRUE
4,277.75,0,0,3,178.75,0,0.008,0,0,Mar,3,2,3,8,New_Visitor,FALSE
0,0,0,0,6,231.8,0.066666667,0.066666667,0,0,Oct,2,5,3,2,Returning_Visitor,FALSE
0,0,2,31,3,47,0.04,0.08,0,0,Mar,1,1,6,1,Returning_Visitor,TRUE
0,0,0,0,17,278.6666667,0.015686275,0.042666157,0,0,Nov,3,2,1,6,Returning_Visitor,TRUE
0,0,2,75.5,109,4008.578283,0.003003003,0.01899841,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE
0,0,0,0,18,292.5,0.013888889,0.01957672,0,0,May,2,2,1,1,Returning_Visitor,FALSE
5,390.87,2,29.2,39,2251.116667,0.006818182,0.020887446,0,0,Sep,2,2,9,1,Returning_Visitor,FALSE
4,171,0,0,20,745.3333333,0.00952381,0.028571429,0,0,Mar,2,2,1,10,Returning_Visitor,FALSE
7,196,3,138.5,11,227.5,0,0.006666667,0,0,Mar,3,2,5,8,New_Visitor,TRUE
0,0,0,0,4,741.4,0.05,0.075,0,0,Oct,2,2,7,1,Returning_Visitor,FALSE
0,0,0,0,5,109,0.08,0.1,0,0,May,3,2,3,3,Returning_Visitor,TRUE
3,61.5,0,0,16,946.1666667,0,0.010526316,0,0,Mar,2,2,1,10,New_Visitor,FALSE
10,162.2291667,0,0,101,2681.998105,0.010185185,0.021374201,4.195335178,0,Nov,3,2,3,2,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,2,2,1,1,Returning_Visitor,FALSE
4,57.3,0,0,25,488.7166667,0.021428571,0.067517007,0,0,June,2,5,1,1,Returning_Visitor,FALSE
5,73.75,0,0,131,2244.616667,0.005343511,0.017506361,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE
4,59.53333333,0,0,13,183.65,0,0.011764706,0,0,Sep,2,2,9,2,New_Visitor,FALSE
1,4,0,0,30,1409.53355,0,0.028,0,0,Nov,3,2,3,2,Returning_Visitor,TRUE
0,0,0,0,14,115.6666667,0.057142857,0.076190476,0,0,May,3,2,1,13,Returning_Visitor,FALSE
2,45.25,1,0,42,4126.448611,7.75194e-4,0.013436693,0,0,Dec,2,2,7,2,Returning_Visitor,FALSE
0,0,0,0,6,142.125,0,0.033333333,0,0,Nov,3,2,6,2,Returning_Visitor,FALSE
7,70,4,35,131,4442.394444,0.011678832,0.014283502,0,0,Nov,4,1,1,2,Returning_Visitor,TRUE
1,8,0,0,5,143.5,0,0.011111111,0,0,Mar,3,2,2,3,New_Visitor,TRUE
5,106,0,0,30,1418,0,0.010344828,0,0,Mar,2,2,3,2,New_Visitor,FALSE
3,152,0,0,9,117,0,0.016666667,0,0,May,2,2,1,5,New_Visitor,TRUE
4,22.91666667,0,0,22,221.25,0.014814815,0.035185185,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE
4,103,0,0,31,831.6666667,0.03030303,0.042121212,0,0,May,3,2,6,13,Returning_Visitor,FALSE
0,0,2,38.2,121,3362.749679,0.025170765,0.042322417,4.212415755,0,Jul,1,1,1,3,Returning_Visitor,FALSE
2,146,2,52.25,1,0,0,0.04,0,0,Dec,1,1,1,2,Returning_Visitor,FALSE
0,0,1,0,34,1189.053571,8.40336e-4,0.027777778,0,0,Nov,4,1,6,8,Returning_Visitor,FALSE
0,0,0,0,3,11,0.066666667,0.133333333,0,0,June,2,2,1,4,Returning_Visitor,FALSE
0,0,0,0,15,313.25,0.013333333,0.033333333,0,0,Nov,2,2,3,10,Returning_Visitor,FALSE
2,115,5,151.6666667,21,2080.75,0.011904762,0.045192308,20.37964966,0,May,1,1,1,2,Returning_Visitor,FALSE
11,298.0820225,4,138.5,397,11940.0165,0.006959671,0.009804129,9.221243019,0,Nov,1,1,3,3,Returning_Visitor,TRUE
3,87,0,0,10,320.5,0,0.015384615,0,0,Feb,1,1,2,3,Returning_Visitor,FALSE
1,154.5,0,0,9,308.3333333,0,0.0125,0,0,Nov,1,2,2,10,Returning_Visitor,TRUE
2,13.875,0,0,26,1939.155952,0.006451613,0.026352357,24.69983785,0,Nov,3,2,1,2,Returning_Visitor,TRUE
0,0,0,0,35,3324.333333,0.011428571,0.024761905,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE
0,0,0,0,21,1148.5,0,0.019047619,0,0,May,2,4,8,4,Returning_Visitor,TRUE
1,18.2,0,0,17,225.68,0,0.003703704,0,0,Nov,2,10,1,2,Returning_Visitor,FALSE
0,0,0,0,63,1401.50873,0,0.003225806,88.95486906,0,Nov,1,1,1,7,Returning_Visitor,FALSE
4,54.5,0,0,74,1599.994589,0,0.002631579,67.26616125,0,Dec,2,4,6,2,Returning_Visitor,FALSE
0,0,0,0,6,197,0,0.011111111,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE
2,53.5,0,0,13,287.3333333,0,0.013333333,0,0,Nov,2,2,1,6,New_Visitor,TRUE
3,23,0,0,6,83,0,0.014285714,0,0,Mar,2,2,6,2,New_Visitor,FALSE
0,0,0,0,31,2767.625,0,0.006896552,52.67778465,0,Nov,8,13,9,20,Other,FALSE
0,0,2,23,52,4167.488095,0.009615385,0.024839744,0,0,May,2,2,3,1,Returning_Visitor,FALSE
0,0,0,0,12,234,0.015384615,0.053846154,0,0,May,2,2,4,14,Returning_Visitor,TRUE
0,0,0,0,15,455.5,0,0.014285714,0,0,May,2,10,3,2,New_Visitor,FALSE
0,0,0,0,17,933.4166667,0.031932773,0.043075335,0,0,Mar,3,2,1,3,Returning_Visitor,FALSE
6,110,0,0,21,884.3333333,0,0.016231884,17.94797101,0,May,1,2,5,2,Returning_Visitor,FALSE
0,0,0,0,16,534.9166667,0,0.02125,0,0,May,2,2,7,3,Returning_Visitor,FALSE
0,0,0,0,14,406.8666667,0.021428571,0.079761905,0,0,Jul,4,5,3,3,Returning_Visitor,FALSE
2,41.2,0,0,36,595.8,0,0.005405405,0,0,Nov,4,2,2,4,Returning_Visitor,FALSE
3,46.5,0,0,16,402.6904762,0,0.0125,0,0,Mar,2,4,1,1,Returning_Visitor,TRUE
0,0,0,0,14,684.75,0,0.014285714,0,0,Nov,2,2,9,2,Returning_Visitor,FALSE
2,68.33333333,0,0,38,1370.038095,0,0.004444444,0,0,Nov,3,2,4,2,Returning_Visitor,TRUE
0,0,0,0,13,277,0,0.015384615,0,0,Nov,4,1,1,8,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,2,2,13,Returning_Visitor,FALSE
0,0,0,0,12,358.0666667,0,0.025,0,0,Mar,3,3,2,1,Returning_Visitor,FALSE
2,41.5,0,0,10,264.25,0.016666667,0.025,0,0,Nov,1,4,8,8,New_Visitor,TRUE
9,298.6666667,0,0,27,1084.5,0,0.010784314,22.96411765,0,Mar,2,2,1,8,New_Visitor,FALSE
3,17,0,0,13,174,0.015384615,0.038461538,0,0.2,May,2,2,3,3,Returning_Visitor,FALSE
1,12,0,0,22,380.8066667,0.019047619,0.013333333,0,0,Jul,1,2,3,2,Returning_Visitor,FALSE
0,0,4,14,8,284.7,0.016666667,0.047222222,0,0,Nov,3,2,7,2,Returning_Visitor,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Dec,2,2,1,13,Returning_Visitor,FALSE
11,280.3366667,0,0,20,337.8533333,0,0.016296296,0,0,Sep,2,2,2,5,New_Visitor,FALSE
4,61,0,0,117,1569.866667,0.003418803,0.011870845,49.95438177,0,May,2,2,1,3,Returning_Visitor,FALSE
0,0,0,0,24,386.75,0.016666667,0.051388889,0,0,Nov,2,4,1,3,Returning_Visitor,FALSE
0,0,0,0,2,94,0,0.1,0,0,Nov,2,4,2,8,Returning_Visitor,FALSE
5,505,0,0,85,2197.195238,0.015,0.029405769,13.77355814,0.8,May,2,2,1,2,Returning_Visitor,FALSE
2,59,0,0,20,497.5388889,0,0.015,0,0,May,1,1,3,4,Returning_Visitor,TRUE
2,139,0,0,5,274.7,0,0.014285714,0,0,Jul,1,1,5,2,New_Visitor,FALSE
1,0,0,0,43,1286.688889,0.004545455,0.030266123,4.289292857,0,Mar,3,2,1,6,Returning_Visitor,FALSE
4,264.1333333,1,152.2,47,906.1166667,0,0.002614379,0,0,Aug,3,2,3,2,New_Visitor,TRUE
0,0,0,0,7,242.75,0.014285714,0.047619048,0,0,Nov,3,2,3,11,Returning_Visitor,TRUE
0,0,0,0,18,5188.5,0,0.05,0,0,Mar,2,5,1,1,Returning_Visitor,FALSE
6,449.25,0,0,29,778.3583333,0.013793103,0.024137931,0,0,May,3,2,5,3,Returning_Visitor,TRUE
0,0,0,0,22,681.58,0.00952381,0.025396825,14.63523974,0,Nov,1,1,1,3,Returning_Visitor,TRUE
4,318.6666667,0,0,32,1205.583333,0.006451613,0.010752688,37.60935484,0,May,2,2,1,2,Returning_Visitor,TRUE
0,0,0,0,4,464.6666667,0,0.025,0,0.6,May,3,2,1,1,Returning_Visitor,FALSE
0,0,1,117,8,404,0.025,0.0375,0,0,Dec,2,2,8,2,Returning_Visitor,FALSE
0,0,0,0,20,513.3333333,0,0.015357143,0,0,Dec,2,2,3,2,Returning_Visitor,FALSE
0,0,0,0,2,57,0,0.1,0,0,Mar,3,2,1,1,Returning_Visitor,TRUE
0,0,0,0,62,2232.45,0.008196721,0.039726776,0,0.4,May,2,2,6,4,Returning_Visitor,FALSE
1,4,0,0,43,1418.5,0,0.018181818,0,0,Mar,4,1,2,3,Returning_Visitor,TRUE
2,241.6,0,0,28,920.7,0,0.015555556,0,0,Nov,1,8,3,20,Returning_Visitor,FALSE
0,0,0,0,13,1005,0,0.016666667,0,0,May,2,2,7,2,New_Visitor,FALSE
0,0,0,0,80,801.802381,0,0.0035,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE
0,0,0,0,9,83,0.044444444,0.066666667,0,0.6,May,2,2,1,2,Returning_Visitor,FALSE
0,0,0,0,22,925.8333333,0.018181818,0.048484848,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE
0,0,0,0,3,1952.5,0.066666667,0.122222222,0,0,Nov,1,1,2,1,Returning_Visitor,FALSE
9,178.52,3,183.2666667,7,205.8566667,0,0.035555556,0,0,Jul,2,2,1,2,New_Visitor,FALSE
4,49.3,0,0,12,524.9692308,0,0.0125,0,0,Sep,2,2,5,2,New_Visitor,FALSE
4,277.75,0,0,3,178.75,0,0.008,0,0,Mar,3,2,3,8,New_Visitor,FALSE
3,40,0,0,19,1051.5,0.008333333,0.030555556,12.18,0.6,May,1,1,4,3,Returning_Visitor,FALSE
3,19,0,0,53,2544.166667,0.00617284,0.016049383,0,0,May,2,2,3,2,Returning_Visitor,FALSE
0,0,2,842.3,26,1911.711111,0.015384615,0.036666667,8.018832458,0,Jul,3,2,1,2,Returning_Visitor,TRUE
0,0,0,0,22,821.8933333,0.001515152,0.042424242,0,0,Jul,2,4,6,1,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,1,1,1,20,Returning_Visitor,FALSE
0,0,0,0,16,645.2,0.0125,0.05,0,0,Jul,4,1,3,1,Returning_Visitor,TRUE
9,150,0,0,128,1799.144235,0.009237379,0.020182874,0,0.8,May,3,2,3,13,Returning_Visitor,FALSE
0,0,1,0,23,489.25,0.00173913,0.032173913,0,0,May,2,5,5,2,Returning_Visitor,FALSE
0,0,0,0,30,1029.583333,0.003571429,0.009166667,0,0,Dec,3,2,1,2,Returning_Visitor,FALSE
0,0,0,0,15,281.7380952,0,0.001923077,57.82473775,0,Nov,2,4,1,2,New_Visitor,FALSE
2,39.2,0,0,6,86.4,0,0.028571429,0,0,Nov,1,1,3,3,New_Visitor,FALSE
7,135.5,2,30,129,4115.978571,0.001470588,0.011288515,2.273598775,0,May,2,2,1,2,Returning_Visitor,TRUE
5,46,1,0,61,867.4642857,5.85938e-4,0.028052083,0,0.8,May,2,2,1,3,Returning_Visitor,FALSE
0,0,0,0,31,828.25,0.012903226,0.030107527,0,0,Nov,2,2,9,2,New_Visitor,TRUE
4,68.5,2,845,82,2448.784448,3.74532e-4,0.008907697,6.506831398,0,Mar,1,1,2,2,Returning_Visitor,FALSE
5,142.75,0,0,76,1523.57803,0.012987013,0.021101928,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE
2,25,0,0,25,243.1666667,0.016666667,0.057283951,0,0,Nov,2,2,3,6,Returning_Visitor,FALSE
3,453,3,493.5,36,1199.522619,0.004761905,0.011534392,9.323531746,0,May,6,2,2,4,Returning_Visitor,FALSE
4,56.63333333,7,309.7333333,58,1280.149821,0.016923077,0.035377102,0,0,Aug,2,2,6,1,Returning_Visitor,TRUE
7,311.1361111,0,0,36,1699.073611,0.010087719,0.035614035,133.2813786,0,Dec,3,2,1,13,Returning_Visitor,FALSE
2,53,0,0,23,1668.285119,0.008333333,0.016312636,0,0,Feb,1,1,9,3,Returning_Visitor,FALSE
0,0,0,0,48,1900.675,0.008510638,0.009574468,0,0,Nov,1,1,3,10,Returning_Visitor,TRUE
3,44,0,0,2,28,0,0.04,0,0,Nov,1,1,1,2,New_Visitor,FALSE
4,44.5,0,0,5,48.5,0,0.016666667,0,0.2,May,2,2,6,13,Returning_Visitor,FALSE
0,0,0,0,14,565.3333333,0.037619048,0.04952381,0,0,Mar,2,6,3,1,Returning_Visitor,FALSE
2,7,0,0,15,533.11,0.011111111,0.05,4.307627247,0,Nov,2,2,1,3,Returning_Visitor,FALSE
7,60,3,23,111,2524.501905,0.001694915,0.018834175,6.445051499,0,Mar,3,2,1,2,Returning_Visitor,TRUE
5,73.8,0,0,5,82.5,0,0.028571429,0,0,Aug,2,5,6,5,New_Visitor,FALSE
4,390.5,0,0,27,1285.583333,0,0.006896552,14.67222588,0,Dec,2,2,8,2,Returning_Visitor,FALSE
0,0,0,0,159,5878.940603,0.008962264,0.018569755,0,0,Nov,3,2,1,2,Returning_Visitor,FALSE
11,227.2272727,0,0,44,2038.052273,0.007719298,0.028421053,0,0,Nov,2,2,3,8,Returning_Visitor,TRUE
8,466.6166667,5,81.4,25,1220.175,0.02,0.040444444,0,0,Aug,3,2,3,2,Returning_Visitor,TRUE
0,0,0,0,13,436.6,0.002564103,0.082692308,0,0.6,May,1,6,1,4,Returning_Visitor,FALSE
0,0,0,0,29,1155.5,0.05862069,0.095402299,0,0.8,May,2,2,1,13,Returning_Visitor,FALSE
0,0,0,0,3,79,0.066666667,0.166666667,0,0,Mar,1,1,3,3,Returning_Visitor,FALSE
3,224,2,42,132,5098.75498,0.010632603,0.014962157,2.209003373,0,Nov,1,2,1,2,Returning_Visitor,FALSE
8,440.4615385,1,0,89,3236.865632,0.012544803,0.027526998,7.329008963,0,Nov,1,1,1,10,Returning_Visitor,TRUE
7,113.25,2,38.5,92,4066.207476,0.001754386,0.013603668,18.04114817,0,Nov,2,6,6,13,Returning_Visitor,TRUE
4,209.0625,0,0,71,3401.050687,0.005128205,0.026238576,0,0,Nov,2,2,2,2,Returning_Visitor,FALSE
0,0,0,0,2,19,0,0.1,0,0,May,1,1,6,1,Returning_Visitor,TRUE
0,0,0,0,6,89.33333333,0,0.066666667,0,0,Mar,2,4,3,3,Returning_Visitor,FALSE
0,0,0,0,41,3389.8,0.032478632,0.05019425,0,0,Sep,2,4,3,1,Returning_Visitor,FALSE
0,0,0,0,2,0,0.2,0.2,0,0.2,May,1,1,1,3,Returning_Visitor,FALSE
0,0,0,0,28,1023.125,0.007142857,0.028571429,0,0,Nov,2,2,3,2,Returning_Visitor,FALSE
0,0,0,0,37,684.7272727,0.005405405,0.023423423,0,0,Mar,2,4,3,1,Returning_Visitor,FALSE
4,34.93333333,0,0,2,22.8,0,0.028571429,0,0,Oct,2,2,4,2,New_Visitor,FALSE
0,0,0,0,6,95,0.028571429,0.028571429,86.33623272,0,Oct,1,1,4,2,New_Visitor,FALSE
2,88,2,10,23,1390.388889,0,0.012307692,0,0,May,3,2,1,4,Returning_Visitor,FALSE
5,543,6,320.5,20,2039,0,0.016296296,25.38925926,0,May,2,2,1,2,Returning_Visitor,FALSE
2,28,0,0,25,384.1571429,0.007407407,0.008333333,0,0,May,2,2,4,4,Returning_Visitor,FALSE
0,0,0,0,3,75,0,0.066666667,0,0,Mar,2,5,1,3,Returning_Visitor,TRUE
5,218.8333333,3,54,28,1430.854167,0.018823529,0.022957516,9.509492485,0,Dec,3,2,1,2,Returning_Visitor,TRUE
1,108.8,0,0,15,387.4,0,0.004166667,0,0,June,2,2,1,2,New_Visitor,FALSE
1,0,0,0,1,17.2,0.05,0.15,0,0,Aug,2,2,1,5,Returning_Visitor,FALSE
0,0,0,0,4,63,0,0.05,0,0.2,Feb,2,6,1,3,Returning_Visitor,FALSE
0,0,0,0,28,403.8333333,0.017857143,0.029829932,0,0,Jul,1,1,6,4,Returning_Visitor,FALSE
1,8,0,0,34,709.3333333,0,0.014761905,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,4,3,New_Visitor,FALSE
0,0,0,0,13,562.25,0,0.015384615,34.97250838,0,Nov,1,1,1,2,New_Visitor,FALSE
4,75.6,0,0,94,1576.205078,0.010752688,0.015506059,0,0.6,May,3,2,9,3,Returning_Visitor,FALSE
0,0,0,0,3,53,0.066666667,0.088888889,0,0,Nov,1,1,3,2,Returning_Visitor,TRUE
0,0,0,0,20,438.3333333,0.02,0.04,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE
0,0,0,0,4,75.5,0,0.05,0,0,Mar,2,2,1,1,Returning_Visitor,TRUE
1,43.4,0,0,30,775.8883333,0,0.006896552,0,0,Oct,2,2,4,2,New_Visitor,FALSE
7,117.6666667,0,0,74,1540.290115,0.00617284,0.016237507,0,0,Aug,2,2,7,1,Returning_Visitor,FALSE
8,63,0,0,36,1500.380952,0.010810811,0.01981982,14.33124324,0,May,2,2,2,4,Returning_Visitor,FALSE
0,0,0,0,12,166.0833333,0.016666667,0.025,0,0,Nov,1,1,1,2,Returning_Visitor,TRUE
0,0,0,0,6,102,0,0.033333333,0,0,May,2,2,1,3,Returning_Visitor,FALSE
6,106.5,0,0,3,70.5,0,0.022222222,0,0,May,2,2,4,3,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,2,3,Returning_Visitor,FALSE
3,424,0,0,3,61.5,0,0.05,0,0,Dec,2,4,4,2,New_Visitor,FALSE
2,50.4,0,0,14,497.8,0.011458333,0.018333333,0,0,Sep,3,6,1,2,Returning_Visitor,FALSE
1,18,0,0,24,1332.25,0,0.008695652,0,0,Dec,2,2,1,2,New_Visitor,FALSE
10,700.6333333,0,0,29,4897.845238,0,0.015740741,0.700155006,0,Sep,3,2,1,5,Returning_Visitor,TRUE
3,171.375,0,0,29,1343.946429,0.035714286,0.034983766,0,0,Nov,3,2,8,13,Returning_Visitor,TRUE
4,92.75,0,0,9,108.25,0,0.021428571,0,0,Nov,2,2,3,2,New_Visitor,FALSE
0,0,0,0,18,668.25,0.022222222,0.035555556,0,0.2,May,3,2,1,2,Returning_Visitor,FALSE
0,0,0,0,8,128.5,0,0.025,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE
0,0,0,0,6,362,0,0.066666667,0,0,May,2,2,2,3,Returning_Visitor,FALSE
0,0,0,0,40,1411.833333,0,0.001282051,0,0,May,3,2,8,6,Returning_Visitor,FALSE
1,69.5,0,0,16,895.8095238,0,0.004444444,32.14213333,0.6,May,3,2,2,6,Returning_Visitor,FALSE
0,0,0,0,14,128.5,0.071428571,0.114285714,0,1,May,3,2,1,13,Returning_Visitor,TRUE
1,113.75,0,0,26,1905.078571,0.022666667,0.0346,11.70614611,0,Nov,3,2,2,1,Returning_Visitor,FALSE
6,65.25,0,0,21,829.3333333,0,0.008333333,0,0,Nov,2,5,4,1,Returning_Visitor,TRUE
2,75,0,0,14,851,0,0.014285714,22.88908649,0,Mar,1,1,1,2,New_Visitor,TRUE
13,140.55,1,24.7,149,8147.111565,0.011111111,0.050691712,0,0,Nov,2,2,3,2,Returning_Visitor,FALSE
0,0,0,0,2,0,0.2,0.2,0,0.2,May,1,1,1,3,Returning_Visitor,FALSE
0,0,0,0,16,381.2142857,0.0125,0.022395833,0,0,Nov,3,2,1,2,Returning_Visitor,FALSE
0,0,0,0,42,2872.125,0.0025,0.025777778,0,0,Nov,2,2,1,13,Returning_Visitor,TRUE
1,4,0,0,33,947.4166667,0.012121212,0.045165945,0,0,Nov,2,2,1,2,Returning_Visitor,TRUE
4,34,0,0,3,24,0,0.04,0,0,May,1,1,3,2,New_Visitor,FALSE
0,0,0,0,21,1045,0,0.031746032,0,0,May,2,6,2,13,Returning_Visitor,FALSE
1,260,0,0,11,198.1666667,0,0.008333333,0,0,May,2,2,9,2,New_Visitor,FALSE
1,13,1,53,16,388.7444444,0,0.006666667,0,0,May,1,1,1,1,Returning_Visitor,FALSE
3,69.8,0,0,81,7514.790476,0.003821138,0.021883469,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE
2,83.6,0,0,43,1582.7,0.004545455,0.014393939,0,0,Nov,3,2,3,1,Returning_Visitor,FALSE
1,0,1,0,0,0,0.2,0.2,0,0,May,1,1,6,2,Returning_Visitor,FALSE
0,0,0,0,31,1297.464286,0,0.018010753,0,0,Nov,2,1,1,2,Returning_Visitor,TRUE
7,134,2,196,11,438.5833333,0.0125,0.032291667,0,0,May,2,5,1,2,Returning_Visitor,FALSE
2,30,0,0,77,2531.342297,0.003037975,0.015696203,12.99938379,0,Nov,1,1,6,8,Returning_Visitor,FALSE
4,155,0,0,31,2130.693837,0.025,0.032482778,0,0,Nov,3,2,8,3,Returning_Visitor,FALSE
1,105,1,0,59,1125.904762,0,0.014043584,0,0,Dec,3,2,3,2,Returning_Visitor,FALSE
2,14,0,0,31,754.5,0,0.00625,0,0,Mar,2,2,1,8,Returning_Visitor,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,May,3,6,2,2,Returning_Visitor,FALSE
9,178.5,0,0,10,558,0.011764706,0.023529412,0,0,Nov,2,5,1,11,Returning_Visitor,FALSE
5,110,6,1188.5,230,9648.177094,0.004444444,0.015486639,3.359435653,0,Nov,2,2,1,2,Returning_Visitor,FALSE
0,0,0,0,14,116.8333333,0.064285714,0.085714286,0,0.6,May,2,2,2,3,Returning_Visitor,FALSE
1,4,0,0,18,143.85,0,0.034117647,0,0,May,2,2,3,3,Returning_Visitor,FALSE
0,0,0,0,6,75,0,0.016666667,0,0,Mar,1,1,1,2,Returning_Visitor,FALSE
4,323.5,0,0,10,320.75,0,0.015384615,0,0,Nov,2,2,6,2,New_Visitor,FALSE
1,4,0,0,6,102,0,0.057142857,0,0,May,2,2,1,3,New_Visitor,FALSE
0,0,0,0,7,197,0,0.042857143,0,0,Dec,2,2,3,2,New_Visitor,FALSE
6,89,3,12,75,5378.045851,0.02013261,0.0464397,4.374401266,0.2,May,2,2,8,3,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0.6,Feb,4,2,1,3,Returning_Visitor,FALSE
2,25,0,0,25,243.1666667,0.016666667,0.057283951,0,0,Nov,2,2,3,6,Returning_Visitor,FALSE
